author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/308081007/;Москва;sale;flat;4;6;1;50.2;57228000;2024;-1;Монолитно-кирпичный;-1;Без отделки;12,3 м²;23,9 м²;+74951387122;Замоскворечье;Космодамианская набережная;4/22С9;Новокузнецкая;Клубный дом Космо 4/22
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303027445/;Москва;sale;flat;3;20;1;59.0;61800000;2023;-1;-1;-1;-1;39 м²;15 м²;+79057122519;Пресненский; Костикова;4к6;Улица 1905 года;Lucky
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/300522888/;Москва;sale;flat;4;5;1;14.4;3450000;1930;-1;-1;-1;-1;10 м²;4 м²;+79851608598;Перово; 2-я Энтузиастов;5;Авиамоторная;
Среда;developer;https://www.cian.ru/sale/flat/304753663/;Москва;sale;flat;2;44;1;31.61;14381127;2027;-1;Монолитный;-1;Без отделки, предчистовая;9,4 м²;-1;+74951387079;Кунцево;48-й кв-л;;Кунцевская;Кутузовский Квартал ЖК
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/303387198/;Москва;sale;flat;18;22;1;30.0;11700000;2023;-1;-1;-1;-1;13 м²;10 м²;+79661932682;;бульвар Андрея Тарковского;11;Рассказовка;Рассказово
Mikhail Uger;realtor;https://www.cian.ru/sale/flat/304113525/;Москва;sale;flat;17;25;1;36.8;9900000;1982;-1;-1;-1;-1;18 м²;9 м²;+79099977805;Чертаново Северное;Северное Чертаново мкр;7кБ;Чертановская;
MR Group;developer;https://www.cian.ru/sale/flat/308802713/;Москва;sale;flat;2;46;1;34.8;16375836;2027;-1;Монолитно-кирпичный, монолитный, кирпичный;-1;Без отделки, предчистовая;14,1 м²;-1;+74997058993;Даниловский;;;Павелецкая;Павелецкая Сити ЖК
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/303534103/;Москва;sale;flat;16;25;1;34.0;9700000;2012;-1;-1;-1;-1;19 м²;5 м²;+79857048937;;;7;Ольховая;
ФЛИП;real_estate_agent;https://www.cian.ru/sale/flat/308499820/;Москва;sale;flat;1;5;1;31.3;8400000;1966;-1;-1;-1;-1;17 м²;6,6 м²;+79623677324;Перово;Новогиреевская ;13;Перово;
Главстрой;developer;https://www.cian.ru/sale/flat/307942491/;Москва;sale;flat;7;35;1;39.22;18847239;2027;-1;Монолитный;-1;Без отделки;24,1 м²;6,3 м²;+74951387141;Котловка;31/2;31/2;Профсоюзная;Новые Академики ЖК
ID 148596;homeowner;https://www.cian.ru/sale/flat/268629674/;Москва;sale;flat;10;10;1;38.5;11280000;1994;-1;-1;-1;-1;20,7 м²;8,4 м²;+79660479909;Выхино-Жулебино;Жулебинский бульвар;6/11;Лермонтовский проспект;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/305246392/;Москва;sale;flat;3;17;1;35.8;10399999;2000;-1;-1;-1;-1;14,4 м²;9,1 м²;+79857048937;Марьино;Братиславская ;5;Братиславская;
Tekta Group;developer;https://www.cian.ru/sale/flat/305021240/;Москва;sale;flat;24;34;1;30.0;17691000;2025;-1;Монолитный;-1;Без отделки, предчистовая;15,1 м²;-1;+74951387095;Обручевский;;;Воронцовская;Эвер ЖК
ID 112609323;realtor;https://www.cian.ru/sale/flat/307205775/;Москва;sale;flat;4;6;1;59.35;101785250;2024;-1;-1;-1;Без отделки;48,9 м²;-1;+79645659386;Мещанский; Кузнецкий Мост;12/3С1;Кузнецкий мост;Kuznetsky Most 12 by Lalique
ID 93236063;homeowner;https://www.cian.ru/sale/flat/308417143/;Москва;sale;flat;3;12;1;37.0;15890000;2005;-1;-1;-1;-1;18 м²;9 м²;+79167860122;Академический; Винокурова;2;Академическая;
MR Group;developer;https://www.cian.ru/sale/flat/308909121/;Москва;sale;flat;6;13;1;85.04;130383328;2025;-1;Монолитно-кирпичный;-1;Чистовая;45,8 м²;15,8 м²;+74951387239;Мещанский;Садовая-Сухаревская ;14;Цветной бульвар;Клубный дом Forum
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/307496200/;Москва;sale;flat;1;10;1;31.0;14500000;-1;-1;-1;-1;-1;20 м²;6 м²;+79856120994;Раменки;Мичуринский проспект;10К1;Ломоносовский проспект;
