author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
ТСН Владис;real_estate_agent;https://www.cian.ru/sale/flat/308515173/;Москва;sale;flat;7;9;1;40.6;10499000;2016;-1;-1;-1;-1;19 м²;10 м²;+79623635397;Некрасовка; Недорубова;12;Некрасовка;Некрасовка
ID 497357;realtor;https://www.cian.ru/sale/flat/307664639/;Москва;sale;flat;2;9;1;31.8;12190000;1962;-1;-1;-1;-1;21,5 м²;5,2 м²;+79857009958;Кунцево;Ельнинская ;22К1;Молодёжная;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/305145360/;Москва;sale;flat;5;27;1;34.9;16984748;2024;-1;Панельный, монолитный;-1;Без отделки, чистовая;13,4 м²;11,2 м²;+74951378815;Щукино;;;Щукинская;Октябрьское Поле ЖК
Трансстройинвест;developer;https://www.cian.ru/sale/flat/306658027/;Москва;sale;flat;2;24;1;43.5;17768630;2025;-1;-1;-1;Без отделки;-1;18,5 м²;+74997094944;Очаково-Матвеевское;Мичуринский проспект;72А;Озёрная;ОМ
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/307257825/;Москва;sale;flat;11;12;1;61.3;38000000;2019;-1;-1;-1;-1;-1;10 м²;+79660515680;Тверской;2-я Брестская ;6;Маяковская;Резиденция Тверская
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303789273/;Москва;sale;flat;11;34;1;46.4;19990000;-1;-1;-1;-1;-1;17,7 м²;16,7 м²;+79162269041;Обручевский; Архитектора Власова;71к2;Воронцовская;Ever
ЕСН;real_estate_agent;https://www.cian.ru/sale/flat/308251620/;Москва;sale;flat;3;14;1;35.0;10500000;-1;-1;-1;-1;-1;20 м²;10 м²;+79660469548;Северное Тушино;Планерная ;24К1;Планерная;
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/306285119/;Москва;sale;flat;3;17;1;35.0;9865830;2027;-1;Панельный, монолитный;-1;Без отделки, чистовая;13,1 м²;-1;+74993896306;;;;Мичуринец;Переделкино Ближнее Город-парк
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/308105332/;Москва;sale;flat;8;14;1;38.8;13600000;2018;-1;-1;-1;-1;-1;10 м²;+79645640431;Орехово-Борисово Южное;Каширское шоссе;65к3;Домодедовская;Ясный
Группа Родина;developer;https://www.cian.ru/sale/flat/293200734/;Москва;sale;flat;3;13;1;37.3;11278100;2023;-1;Монолитно-кирпичный;-1;Без отделки;12,3 м²;11,5 м²;+74951346473;; 1-я Ватутинская;14к1;Ватутинки;Russian Design District
Sminex;developer;https://www.cian.ru/sale/flat/306155007/;Москва;sale;flat;9;23;1;57.8;70270000;2026;-1;Монолитный;-1;Без отделки;17,3 м²;23 м²;+74951375398;Пресненский;;;Улица 1905 года;Лайф Тайм ЖК
ЕСН;real_estate_agent;https://www.cian.ru/sale/flat/303201041/;Москва;sale;flat;8;37;1;41.9;19500000;-1;-1;-1;-1;-1;13,2 м²;19,2 м²;+79671045017;Останкинский; Годовикова;11к5;Алексеевская;iLove
ОЛ ИНКЛЮЗИВ;real_estate_agent;https://www.cian.ru/sale/flat/308398744/;Москва;sale;flat;7;26;1;31.1;22000000;2024;-1;-1;-1;-1;13,5 м²;10 м²;+79154663006;Нагатино-Садовники;Нагатинская набережная;10А;Нагатинская;Level Нагатинская
Forma;developer;https://www.cian.ru/sale/flat/307547755/;Москва;sale;flat;19;25;1;46.8;25576200;2026;-1;-1;-1;Предчистовая;16,5 м²;-1;+74951374358;Аэропорт;Часовая ;28к8;Сокол;SOUL
3SGroup;developer;https://www.cian.ru/sale/flat/308004740/;Москва;sale;flat;2;33;1;35.8;12542530;2027;-1;-1;-1;Без отделки;23,1 м²;5,9 м²;+74951375387;Текстильщики;1-й Грайвороновский проезд;2С10;Новохохловская;Voice Towers
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/307777998/;Москва;sale;flat;25;38;1;34.7;17500000;2020;-1;-1;-1;-1;18 м²;10 м²;+79096620847;Западное Дегунино;Ильменский проезд;14к8;Селигерская;Селигер Сити
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/303135901/;Москва;sale;flat;23;25;1;27.3;10500000;2024;-1;-1;-1;-1;12,8 м²;7 м²;+79855075598;Метрогородок;Тагильская ;2к1;Бульвар Рокоссовского;Сиреневый парк
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/306459002/;Москва;sale;flat;3;5;1;31.7;11000000;-1;-1;-1;-1;-1;20 м²;6 м²;+79104832520;Савеловский;4-й Вятский переулок;24К2;Дмитровская;
Среда;developer;https://www.cian.ru/sale/flat/304753808/;Москва;sale;flat;2;30;1;40.38;17775276;2027;-1;Монолитный;-1;Без отделки, предчистовая;11,1 м²;-1;+74951387079;Кунцево;48-й кв-л;;Кунцевская;Кутузовский Квартал ЖК
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303230108/;Москва;sale;flat;17;20;1;40.1;21000000;2024;-1;-1;-1;Чистовая;16,4 м²;14 м²;+79168789315;Хорошево-Мневники;к2/1;к2/1;Хорошёво;Сидней Сити ЖК
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/304691921/;Москва;sale;flat;24;41;1;42.84;21700000;2024;-1;-1;-1;Без отделки;13,5 м²;15,3 м²;+79647784143;Пресненский;;;Шелепиха;Headliner
Оптима МСК;official_representative;https://www.cian.ru/sale/flat/307745759/;Москва;sale;flat;3;4;1;38.5;27335000;2024;-1;-1;-1;-1;-1;7 м²;+79670385970;Мещанский;Олимпийский проспект;12;Цветной бульвар;Sole Hills
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/308895501/;Москва;sale;flat;7;29;1;46.8;27850000;2026;-1;-1;-1;Без отделки;18,1 м²;21,1 м²;+79057721398;Раменки;Кинематографический кв-л;;Аминьевская;Сторис на Мосфильмовской ЖК
АМК-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/305969997/;Москва;sale;flat;3;3;1;34.4;6250000;-1;-1;-1;-1;-1;17 м²;9 м²;+79157101628;; Десятинная;5;Апрелевка;
Самолет;developer;https://www.cian.ru/sale/flat/308657296/;Москва;sale;flat;3;9;1;32.35;6222072;2025;-1;-1;-1;Без отделки;9,7 м²;10,4 м²;+74951375212;;;к2;Силикатная;Подольские Кварталы ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308650749/;Москва;sale;flat;1;14;1;32.91;6765769;2026;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;10 м²;15,2 м²;+74997153345;;;6;Рассказовка;Квартал Западный ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308654805/;Москва;sale;flat;2;10;1;31.03;7060339;2026;-1;Монолитно-кирпичный, монолитный;-1;Без отделки, чистовая;10,6 м²;9,9 м²;+74997098514;;;13;Летово;Эко Бунино ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308660117/;Москва;sale;flat;10;17;1;42.84;7081348;2026;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;11,7 м²;21,4 м²;+74999228924;;;к12;Филатов Луг;Цветочные Поляны ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308657259/;Москва;sale;flat;2;9;1;38.38;7257044;2025;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;17,6 м²;12,6 м²;+74951375212;;;к3;Силикатная;Подольские Кварталы ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308966890/;Москва;sale;flat;5;15;1;33.5;7396082;2024;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;14,4 м²;10,6 м²;+74951374954;;;к11;Щербинка;Алхимово ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308966766/;Москва;sale;flat;3;15;1;35.56;7388163;2024;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;10,2 м²;17,2 м²;+74951374954;;;к10;Щербинка;Алхимово ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308966751/;Москва;sale;flat;3;15;1;32.57;7365755;2024;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;22,3 м²;3 м²;+74951374954;;;14;Щербинка;Алхимово ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308966764/;Москва;sale;flat;3;15;1;34.19;7390221;2024;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;23,5 м²;3 м²;+74951374954;;;к10;Щербинка;Алхимово ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308966862/;Москва;sale;flat;5;12;1;34.35;7597896;2024;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;20 м²;6 м²;+74951374954;;;к13;Щербинка;Алхимово ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308966803/;Москва;sale;flat;5;12;1;34.37;7578681;2024;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;20 м²;6 м²;+74951374954;;;к9;Щербинка;Алхимово ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308650573/;Москва;sale;flat;1;14;1;39.2;7739844;2026;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;10,9 м²;17,8 м²;+74997153345;;;10;Рассказовка;Квартал Западный ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308650574/;Москва;sale;flat;1;14;1;40.92;7727333;2026;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;11,5 м²;16,8 м²;+74997153345;;;10;Рассказовка;Квартал Западный ЖК
ПИК;developer;https://www.cian.ru/sale/flat/303687710/;Москва;sale;flat;2;9;1;38.2;7816865;2026;-1;Панельный;-1;Чистовая;11,5 м²;19,1 м²;+74951375440;;;4.3;Филатов Луг;Середневский Лес ЖК
А101;developer;https://www.cian.ru/sale/flat/306745204/;Москва;sale;flat;3;9;1;33.9;7903030;2026;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;12,9 м²;9,9 м²;+74951375220;;;1.2;Толстопальцево;Родные кварталы ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308920659/;Москва;sale;flat;2;13;1;32.74;7977765;2025;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;10,2 м²;10,5 м²;+74958016242;Молжаниновский;;к4;Новоподрезково;Молжаниново ЖК
SPENСER ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/308442652/;Москва;sale;flat;2;12;1;37.0;8100000;-1;-1;-1;-1;-1;23 м²;10 м²;+79060414026;; Харлампиева;50к3;Филатов Луг;
А101;developer;https://www.cian.ru/sale/flat/306747341/;Москва;sale;flat;15;17;1;36.5;8069701;2025;-1;-1;-1;Без отделки;13,4 м²;11,5 м²;+74951344536;;;9.1;Бунинская аллея;Бунинские Кварталы ЖК
ПИК;developer;https://www.cian.ru/sale/flat/307237206/;Москва;sale;flat;14;17;1;31.9;8117656;2024;-1;Монолитный;-1;Чистовая;12,3 м²;10,5 м²;+74951370485;;;1.2;Щербинка;Юнино ЖК
Самолет;developer;https://www.cian.ru/sale/flat/308655450/;Москва;sale;flat;9;14;1;37.82;8093594;2024;-1;Монолитно-кирпичный;-1;Без отделки, чистовая;11,3 м²;17,9 м²;+74999228924;;;к9;Филатов Луг;Цветочные Поляны ЖК
Азбука Жилья;real_estate_agent;https://www.cian.ru/sale/flat/308089230/;Москва;sale;flat;11;14;1;38.0;8199999;-1;-1;-1;-1;-1;17 м²;12 м²;+79152862572;; 1-я Ватутинская;12к2;Ватутинки;Russian Design District
А101;developer;https://www.cian.ru/sale/flat/306745808/;Москва;sale;flat;11;17;1;36.5;8159316;2025;-1;-1;-1;Без отделки;13,4 м²;11,5 м²;+74951344536;;;7.1;Бунинская аллея;Бунинские Кварталы ЖК
ПИК;developer;https://www.cian.ru/sale/flat/308079184/;Москва;sale;flat;13;17;1;32.37;8275973;2024;-1;Монолитный;-1;Чистовая;9,5 м²;14,7 м²;+74951370485;;;;Щербинка;Юнино ЖК
ПИК;developer;https://www.cian.ru/sale/flat/303687883/;Москва;sale;flat;2;9;1;35.97;8276337;2025;-1;Панельный;-1;Чистовая;10,5 м²;17,3 м²;+74951375440;;;к4.1;Филатов Луг;Середневский Лес ЖК
ПИК;developer;https://www.cian.ru/sale/flat/306987421/;Москва;sale;flat;17;17;1;34.24;8382362;2024;-1;Монолитный;-1;Чистовая;10,2 м²;16 м²;+74951370485;;;;Щербинка;Юнино ЖК
ПИК;developer;https://www.cian.ru/sale/flat/306987423/;Москва;sale;flat;17;17;1;35.98;8430977;2024;-1;Монолитный;-1;Чистовая;17,3 м²;10,5 м²;+74951370485;;;;Щербинка;Юнино ЖК
Апрелевка С2;developer;https://www.cian.ru/sale/flat/297846950/;Москва;sale;flat;1;3;1;40.7;8424900;2023;-1;-1;-1;Чистовая;-1;-1;+74951374087;; Генерала Донскова;29к5;Апрелевка;Борисоглебское
Самолет;developer;https://www.cian.ru/sale/flat/308914907/;Москва;sale;flat;23;23;1;41.41;8491391;2026;-1;Монолитно-кирпичный, монолитный;-1;Без отделки, чистовая;14,7 м²;15,6 м²;+74997098514;;;13;Летово;Эко Бунино ЖК
